,Producator procesor,Tip procesor,Model procesor,Arhitectura,Numar nuclee,Frecventa nominala,Cache,Tehnologie procesor,Procesor grafic integrat,Diagonala display,Format display,Tehnologie display,Finisaj display,Rezolutie,Capacitate memorie,Tip memorie,Sloturi ocupate,Frecventa,Tip stocare,Capacitate SSD,Interfata SSD,Tip placa video,Chipset video,Camera WEB,Audio,Porturi,Cititor de carduri,Retea,Wireless,Tastatura numerica,Dimensiuni (W x H x D),Greutate,Securitate,Limba tastatura,Accesorii incluse,Culoare,Caracteristici cheie,Sistem de operare,Product name,New price,Old price,Reviews,Rating,Frecventa Turbo Boost,Unitate optica,Versiune Bluetooth,Platforma producator,Material,Autonomie baterie,Numar sloturi,Memorie integrata,Capacitate memorie maxima suportata,Capacitate HDD/SSHD,Viteza HDD,Tehnologii placa video,Tehnologii audio,Putere difuzoare,Model placa video,Capacitate memorie video,Tip memorie placa video,Producator difuzoare,Rata de refresh,Design,Touchscreen,Luminozitate,3G,4G
662,Intel,Pentium,Gold 5405U,Whiskey Lake,2,2300 MHz,2048 KB,,,15.6 inch,HD,,,1366 x 768,4 GB,DDR4,1,,HDD,,,Integrata,Intel UHD,VGA,,1 x Jack 3.5 mm,SDSDHCSDXCMMC,,,Da,362.2 x 19.9 x 251.5 mm,1.85 Kg,Parola BIOSParola HDDFirmware TPM 2.0,Tastatura internationala,,Gri,,Free DOS,"Laptop Lenovo IdeaPad S145-15IWL, Intel Pentium Gold 5405U, 4GB DDR4, HDD 1TB, Intel UHD Graphics, Free DOS",1229.99,1499.99,Adauga,,,Nu,,,,,1,,,1 TB,5400 rpm,,,,,,GDDR4,,,,,,,
663,Intel,i7,10510U,Comet Lake,4,1.8 GHz,8192 KB,14 nm,Intel Iris Graphics,14 inch,Full HD,LCD LED,Anti-Glare,1920 x 1080,16 GB,LPDDR3,,2133 MHz,SSD,512 GB,,Integrata,Intel UHD,HD,Difuzoare stereoMicrofoane duale,1 x USB 3.11 x USB 2.01 x HDMI1 x Audio Out/Microfon1 x USB 3.1 type C Gen 2,SD,,802.11 ac,Da,319 x 16.9 - 18.2 x 199 mm,1.15 Kg,TPM (Trusted Platform Module)Parola BIOSParola HDD,Tastatura internationala,HusaAdaptor USB 3.0 la RJ45Adaptor 45W,Icicle Silver,Tastatura iluminataTouchpad care accepta gesturi de atingeri multipleTastatura ChicletTouchpad cu tastatura numerica integrataCamera web IR / RGB,Windows 10 Home,"Laptop utraportabil ASUS UX433FAC cu procesor Intel Core i7-10510U pana la 4.90 GHz Comet Lake, 14"", Full HD, 16GB, 512GB SSD, Intel UHD Graphics 620, Windows 10, Icicle Silver",5999.99,4999.99,Adauga,,4.9 GHz,Nu,5.0,,,,,16384 MB,16 GB,,,,ICEpowerHarman Kardon,,,,,Harman Kardon,,,Nu,,,
664,Intel,i7,,,6,2600 MHz,9216 KB,,,15.4 inch,,LEDIPSRetina,,2880 x 1800,16 GB,DDR4,,2400 MHz,SSD,512 GB,,Dedicata,AMD Radeon,HD,Difuzoare stereoMicrofon,1 x Audio Out4 x Thunderbolt v3,,,802.11 ac,,349.3 x 15.5 x 240.7 mm,1.83 Kg,,Tastatura internationala,,Argintiu,Camera webTouch Bar,Mac OS,"Laptop Apple MacBook Pro 15, ecran Retina, Touch Bar, procesor Intel Core i7 2.60 GHz, 16GB, 512GB SSD, Radeon Pro 560X W 4GB, macOS High Sierra, INT KB, Silver",16338.7,21235.00,4,4.75,4300 MHz,Nu,5.0,Apple MacBook Pro 15,,10 h,,,,,,,,,Pro 560X,4096 MB,GDDR5,,,,,500 niti,,
665,Intel,i5,8250U,Kaby Lake R,4,1600 MHz,6144 KB,14 nm,Intel UHD Graphics 620,13.3 inch,Full HD,IPS,,1920 x 1080,8 GB,LPDDR3,,2133 MHz,SSD,256 GB,M.2,Integrata,Intel UHD,HD,Difuzoare stereoMicrofon,1 x Audio In2 x Thunderbolt v31 x USB 3.1 type C,,,802.11 ac 2x2,,308.2 x 10.4 x 224.2 mm,1.11 Kg,TPM (Trusted Platform Module),Tastatura internationala,,Alb,Tastatura iluminataCamera HP Wide Vision HD IR,,"Laptop ultraportabil HP Spectre 13-af000nn cu procesor Intel Core i5-8250U pana la 3.4 GHz, Kaby Lake, 13.3"", Full HD, IPS, 8GB, 256GB SSD, Intel UHD Graphics, Microsoft Windows 10, Ceramic white",7973,8568.00,1,4.00,3400 MHz,Nu,4.2,HP Spectre 13,,,,8192 MB,,,,,HP Audio Boost,,,,,Bang & Olufsen,,,Da,,,
666,Intel,i5,8265U,Whiskey Lake,4,1.6 GHz,6144 KB,14 nm,Intel UHD Graphics 620,15.6 inch,Full HD,LCD LED,Anti-Glare,1920 x 1080,8 GB,DDR4,,2666 MHz,HDD,,,Dedicata,nVidia GeForce MX,HD,Difuzoare stereoMicrofoane duale,2 x USB 3.11 x USB 2.01 x HDMI1 x RJ-451 x Audio Out/Microfon,SD,,802.11 ac,Da,364.46 x 18 - 22.45 x 248.66 mm,1.95 Kg,Security lock,Tastatura internationala,Adaptor 65W,Argintiu,Camera webTouchpad care accepta gesturi de atingeri multiple,Linux,"Laptop Dell Inspiron 5584 cu procesor Intel Core i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", Full HD, 8GB, 1TB, NVIDIA GeForce MX130 2GB, Linux, Platinum Silver",3199.99,3499.99,Adauga,,3.9 GHz,,,,,,,,,1 TB,5400 rpm,DirectX 12GeForce Experience,,,MX130,2048 MB,GDDR5,,,,,,,
667,Intel,i7,9750H,Coffee Lake,6,2.6 GHz,12288 KB,14 nm,Intel UHD Graphics 630,17.3 inch,Full HD,IPS,Anti-Glare,1920 x 1080,32 GB,DDR4,2,2666 MHz,HDD + SSD,512 GB,,Dedicata,nVidia GeForce RTX,HD,Difuzoare stereoMicrofoane duale,1 x Mini DisplayPort1 x RJ-451 x USB 3.1 type C3 x USB 3.11 x Audio Out/Microfon1 x HDMI 2.0,,10/100/1000,802.11 ac 2x2,Da,412 x 21.9 - 25.4 x 305 mm,2.9 Kg,Parola BIOSParola HDDSecurity lock,Tastatura internationala,Adaptor 230W,Negru,Camera webTastatura iluminataTouchpad care accepta gesturi de atingeri multipleTastatura RGBRata refresh ecran 144HzG-sync,Free DOS,"Laptop gaming Lenovo Legion Y740 cu procesor Intel Core i7-9750H pana la 4.50 GHz Coffee Lake, 17.3"", Full HD, IPS, 144Hz, 32GB, 512GB SSD + 1TB HDD, NVIDIA GeForce RTX 2080 Max-Q 8GB, Free DOS, Black",11999.99,12999.99,Adauga,,4.5 GHz,Nu,5.0,Legion Y740 Series,Aluminiu,6 h,2,,32 GB,1 TB,7200 rpm,nVidia G-SyncnVidia PhysXnVidia SurroundnVidia FXAAGeForce ExperienceDirectX 12,Dolby AtmosHD Audio,4 W,RTX 2080,8192 MB,GDDR6,,144 Hz,,Nu,,,
668,Intel,i7,8850H,Coffee Lake,6,2600 MHz,9216 KB,14 nm,Intel UHD Graphics 630,15.6 inch,Ultra HD/4K,IPS,Anti-Glare,3840 x 2160,8 GB,DDR4,4,2400 MHz,SSD,256 GB,PCI Express,Dedicata,nVidia Quadro,HD,Difuzoare stereo,1 x Card Reader1 x Mini DisplayPort4 x USB 3.11 x RJ-452 x Thunderbolt v31 x HDMI 2.0,SDSDHCSDXCMMC,10/100/1000,802.11 ac 2x2,Da,416 x 24.5 - 29.4 x 281 mm,3.4 Kg,Cititor amprenta,Tastatura internationala,Adaptor AC + adaptor priza US,Negru,,Windows 10 Home,"Laptop Lenovo ThinkPad P72 cu procesor Intel Core i7-8850H, Coffee Lake, 17.3"" UHD IPS anti-glare, 8GB RAM, 256GB PCIe SSD, NVIDIA Quadro P3200 6GB, Microsoft Windows 10 Home, Black",10650.5,13090.00,Adauga,,4300 MHz,Nu,5,,,18 h,1,,,,,,Dolby Atmos for headset,2 W,P3200,6144 MB,GDDR5,,,,Nu,400 niti,,
669,Intel,i3,8130U,Kaby Lake,2,2.2 MHz,4096 KB,14 nm,Intel UHD Graphics 620,14 inch,Full HD,LCD LED,,1920 x 1080,4 GB,DDR4,1,2400 MHz,SSD,128 GB,M.2,Integrata,Intel UHD,HD,Difuzoare stereoMicrofon,2 x USB 3.11 x USB 2.01 x RJ-451 x Audio Out/Microfon,SD,10/100/1000,802.11 a/b/g/n,Nu,,1.77 Kg,,Tastatura internationala,,Negru,,,"Laptop HP 14-df0023cl Intel Core i3-8130U 2.2GHz 4GB DDR4, 128GB SSD 14.0 inch , Full HD 1980 x1200",2207,3865.00,1,5.00,3.4 GHz,Da,4.2,,,,2,,32 GB,,,DirectX 12,,,,,DDR4,,,,,,,
670,Intel,i5,,,2,1.6 GHz,4096 KB,14 nm,,13.3 inch,WQXGA,LEDIPSRetina,Glossy,2560 x 1600,8 GB,LPDDR3,,2133 MHz,SSD,128 GB,PCI Express,Integrata,Intel UHD,HD,Difuzoare stereoTrei microfoane,2 x Thunderbolt v31 x Audio Out/Microfon,,,802.11 ac,,304.1 x 212.4 x 15.6 mm,1.25 Kg,TouchID,Tastatura RO,,Auriu,Tastatura iluminataTouchpad care accepta gesturi de atingeri multipleSenzor lumina ambientalaCititor amprentaTouchpad cu Force Touch,Mac OS,"Laptop Apple MacBook Air 13, ecran Retina, procesor Intel Core i5 1.60 GHz, 8GB RAM, 128GB SSD, Intel UHD Graphics 617, macOS, ROM KB, Gold",6627.11,None,3,5.00,3.6 GHz,,4.2,Apple MacBook Air 13,Aluminiu,13 h,,8192 MB,16 GB,,,,,,,,,,,,,,,
671,Intel,i3,7020U,Kaby Lake,2,2.3 GHz,3072 KB,14 nm,Intel HD Graphics 620,15.6 inch,Full HD,WLEDVA,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2133 MHz,HDD,,,Dedicata,nVidia GeForce MX,HD,Difuzoare stereoMicrofon,2 x USB 3.11 x USB 2.01 x HDMI1 x RJ-451 x Audio Out/Microfon,SDSDHCSDXC,10/100/1000,802.11 ac,Da,376 x 22.5 x 246 mm,1.78 Kg,Security lockTPM 2.0 (Trusted Platform Module),Tastatura internationala,Adaptor 65W,Gri inchis,Camera webTouchpad care accepta gesturi de atingeri multiple,Free DOS,"Laptop HP 250 G7 cu procesor Intel Core i3-7020U pana la 2.30 GHz, Kaby Lake, 15.6"", Full HD, 8GB, 1TB HDD, NVIDIA GeForce MX110 2GB, Free DOS, Dark Ash Silver",1849.99,2399.99,2,3.00,,Da,4.2,,,12.5 h,1,,,1 TB,5400 rpm,DirectX 12GeForce Experience,HD Audio,,MX110,2048 MB,GDDR5,,,,,220 niti,,
672,Intel,i3,8145U,Whiskey Lake,2,2.1 GHz,4096 KB,14 nm,Intel UHD Graphics 620,13.3 inch,Full HD,IPS,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2400 MHz,SSD,256 GB,,Integrata,Intel UHD,HD,Difuzoare stereoMicrofoane duale,2 x USB 3.11 x HDMI2 x USB 3.1 type C1 x Audio Out/Microfon1 x micro Ethernet connector,Micro SDMicro SDHCMicro SDXC,10/100/1000,802.11 ac 2x2,,321.8 x 18.8 x 224.2 mm,1.46 Kg,Cititor de amprentaParola BIOSParola HDDTPM 2.0 (Trusted Platform Module),Tastatura internationala,Adaptor 65W,Negru,Camera webTastatura iluminataTouchpad care accepta gesturi de atingeri multipleTastatura rezistenta la stropire,Windows 10 Pro,"Laptop Lenovo ThinkPad L390 cu procesor Intel Core i3-8145U pana la 3.90 GHz, 13.3"", Full HD, IPS, 8GB, 256GB SSD, Intel UHD Graphics 620, Windows 10 Pro, Black",4199.99,4699.99,Adauga,,3.9 GHz,Nu,5.0,,,14 h,2,,32 GB,,,DirectX 12,Dolby Audio Premium,4 W,,,,,,,,,,
673,Intel,i5,,Coffee Lake,4,1.4 GHz,,14 nm,Intel Iris Plus Graphics 645,13.3 inch,,LEDIPSRetina,Glossy,2560 x 1600,8 GB,LPDDR3,,2133 MHz,SSD,128 GB,,Integrata,Intel Iris,HD,Difuzoare stereoMicrofoane duale,2 x Thunderbolt v31 x Audio Out/Microfon,,,802.11 ac,,304.1 x 14.9 x 212.4 mm,1.37 Kg,Touch ID,Tastatura RO,Adaptor USB-C 61W,Silver,Camera webTouchpad care accepta gesturi de atingeri multipleTouch BarTouch ID,Mac OS,"Laptop Apple MacBook Pro 13"" Touch Bar, procesor Intel Core i5 1.4GHz, 8GB, 128GB SSD, Intel Iris Plus Graphics 645, Silver, ROM KB",6599.99,7399.99,Adauga,,3.9 GHz,,5.0,Apple MacBook Pro 13,Aluminiu,10 h,,8192 MB,,,,,,,,,,,,,,,,
674,Intel,i9,9980HK,Coffee Lake,8,2.4 GHz,16384 KB,14 nm,Intel UHD Graphics 630,15.6 inch,Ultra HD/4K,OLED,Anti-Glare,3840 x 2160,32 GB,DDR4,2,2666 MHz,SSD,1 TB,M.2,Dedicata,nVidia GeForce GTX,HD,Difuzoare stereo,2 x USB 3.01 x HDMI1 x Thunderbolt v31 x Audio Out/Microfon1 x USB 3.1 type C Gen 2,SD,,802.11 ax 2x2,Nu,357 x 11.2 - 17 x 235 mm,1.8 Kg,Parola BIOSParola HDDSecurity lockCititor amprenta,Tastatura internationala,Incarcator,Argintiu,TouchPad cu suport pentru gesturi multi atingereTastatura iluminata,Windows 10 Pro,"Ultrabook DELL 15.6'' XPS 15 7590 UHD OLED, InfinityEdge, Procesor Intel Core i9-9980HK (16M Cache, up to 5.00 GHz), 32GB DDR4, 1TB SSD, GeForce GTX 1650 4GB, FingerPrint Reader, Win 10 Pro, Silver",17948,21699.99,Adauga,,5 GHz,Nu,5.0,,Aluminiu,,2,,32 GB,,,Suport DirectX 12,Waves MaxxAudio Pro,,GTX 1650,4096 MB,GDDR5,,,,Nu,,,
675,Intel,Celeron,N4000,Gemini Lake,2,1100 MHz,4096 KB,,Intel UHD Graphics 600,15.6 inch,Full HD,SVA,Anti-Glare,1920 x 1080,4 GB,DDR4,1,,HDD,,,Integrata,Intel UHD,VGA,,1 x Jack 3.5 mm,SD,10/100/1000,,Da,376 x 22.5 x 246 mm,2.04 Kg,,Tastatura internationala,,Negru,Camera web,Free DOS,"Laptop HP 15-da0023nq, Intel Celeron N4000, 4GB DDR4, HDD 500GB, Intel UHD Graphics, Free DOS",1179.99,1399.99,Adauga,,2600 MHz,Da,,,,13 h,1,,,500 GB,5400 rpm,,,,,,GDDR4,,,,,,,
676,Intel,Celeron,N3060,Braswell,2,1.6 GHz,2048 KB,14 nm,Intel HD Graphics,15.6 inch,HD,TN,,1366 x 768,4 GB,DDR3L,1,1600 MHz,SSD,128 GB,SATA,Integrata,Intel HD,HD,Difuzoare stereo,1 x USB 3.02 x USB 2.01 x Card Reader1 x HDMI1 x RJ-451 x Audio Out/Microfon,SDHC,10/100/1000,802.11 a/b/g/n/ac,Da,381.6 x 262.8 x 21.6 mm,2.1 Kg,,Tastatura internationala,Adaptor alimentare,Negru,1 x USB 3.02 x USB 2.0,Linux,"Laptop Acer Aspire 3 A315-33 Display 15.6, SSD 128GB, 4GB DDR4, procesor Intel Celeron N3060 1.6 GHZ pana la 2.48 GHz, Intel HD Graphics, Linux, Obsidian Black",1199,1299.00,Adauga,,2480 MHz,Nu,4.0,,,5.5 h,1,,16 GB,,,,Difuzoare stereo,,,,DDR3L,,,Convertibil,Nu,,,
677,Intel,i7,8750H,Coffee Lake,6,2.2 GHz,9216 KB,14 nm,Intel UHD Graphics 630,17.3 inch,Full HD,IPS,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2666 MHz,SSHD,,,Dedicata,nVidia GeForce GTX,HD,Difuzoare stereoMicrofon,2 x USB 3.11 x USB 2.01 x RJ-451 x Audio Out/Microfon1 x HDMI 2.0,,10/100/1000,802.11 ac 2x2,Da,399 x 26.6 x 279 mm,2.7 Kg,Kensington LockTPM (Trusted Platform Module)Parola BIOS,Tastatura internationala,Adaptor 180W,Gun Metal,Camera webTouchpad care accepta gesturi de atingeri multipleTastatura ChicletTastatura iluminata RGB,Free DOS,"Laptop Gaming ASUS TUF FX705GM cu procesor Intel Core i7-8750H pana la 4.10 GHz, Coffee Lake, 17.3"", Full HD, IPS, 8GB, 1TB Hybrid FireCuda, NVIDIA GeForce GTX 1060 6GB, Free DOS, Gun Metal/Gold Steel",5899.99,5899.99,Adauga,,4.1 GHz,,5.0,ASUS FX705GM,,,2,,32 GB,1 TB,5400 rpm,DirectX 12GeForce ExperiencenVidia CUDAnVidia PhysXnVidia AnselnVidia GameStreamnVidia FXAA,DTS HEADPHONE:X,4 W,GTX 1060,6144 MB,GDDR5,,,,,,,
678,Intel,i3,7020U,Kaby Lake,2,2.3 GHz,3072 KB,14 nm,Intel HD Graphics 620,15.6 inch,HD,SVA,,1366 x 768,4 GB,DDR4,1,2133 MHz,HDD,,,Dedicata,nVidia GeForce MX,,Difuzoare stereoMicrofon,2 x USB 3.11 x USB 2.01 x HDMI1 x RJ-451 x Audio Out/Microfon,SDSDHCSDXC,10/100/1000,802.11 ac,Da,376 x 22.5 x 246 mm,1.78 Kg,,Tastatura internationala,Adaptor 65W,Negru,Camera webTouchpad care accepta gesturi de atingeri multiple,Free DOS,"Laptop HP 250 G7 cu procesor Intel Core i3- 7020U 2.30 GHz, 15.6"", HD, 4GB, 1TB HDD, DVD-RW, GeForce MX110 2GB, Free DOS, Negru",1599.99,2199.99,Adauga,,,,4.2,HP 250 G7,,,,,,1 TB,5400 rpm,,HD Audio,,MX110,2048 MB,GDDR5,,,,,,,
679,Intel,i5,,,2,1.6 GHz,4096 KB,14 nm,Intel UHD Graphics 617,13.3 inch,,IPSRetina,Glossy,2560 x 1600,8 GB,LPDDR3,,2133 MHz,SSD,256 GB,,Integrata,Intel UHD,HD,Difuzoare stereoTrei microfoane,2 x Thunderbolt v31 x Audio Out/Microfon,,,802.11 ac,,304.1 x 0.41 - 15.6 x 212.4 mm,1.25 Kg,TouchID,Tastatura RO,,Silver,Tastatura iluminataTouchpad care accepta gesturi de atingeri multipleSenzor lumina ambientalaCititor amprentaTouchpad cu Force Touch,Mac OS,"Laptop Apple MacBook Air 13 ecran Retina, procesor Intel Core i5 1.6GHz, 8GB, 256GB SSD, Intel UHD Graphics 617, Silver, ROM KB",6499.99,7349.99,Adauga,,3.6 GHz,,4.2,Apple MacBook Air 13,Aluminiu,13 h,,8192 MB,,,,,,,,,,,,,,,,
680,Intel,i5,,Coffee Lake,4,1.4 GHz,,14 nm,Intel Iris Plus Graphics 645,13.3 inch,,LEDIPSRetina,Glossy,2560 x 1600,8 GB,LPDDR3,,2133 MHz,SSD,256 GB,,Integrata,Intel Iris,HD,Difuzoare stereoTrei microfoane,2 x Thunderbolt v31 x Audio Out/Microfon,,,802.11 ac,,304.1 x 14.9 x 212.4 mm,1.37 Kg,Touch ID,Tastatura RO,Adaptor USB-C 61W,Space Grey,Camera webTouchpad care accepta gesturi de atingeri multipleTouch BarTouch ID,Mac OS,"Laptop Apple MacBook Pro 13"" Touch Bar, procesor Intel Core i5 1.4GHz, 8GB, 256GB SSD, Intel Iris Plus Graphics 645, Space Grey, ROM KB",7699.99,8599.99,1,5.00,3.9 GHz,,5.0,Apple MacBook Pro 13,Aluminiu,10 h,,8192 MB,,,,,,,,,,,,,,,,
681,Intel,i3,7020U,Amber Lake Y,2,2.3 GHz,,,,15.6 inch,Full HD,LCD,,1920 x 1080,8 GB,DDR4,1,,SSD,256 GB,,Integrata,,Full HD,,2 x USB 3.11 x HDMI1 x Audio Out/Microfon,,,,Da,,1.78 Kg,,Tastatura internationala,,Negru,,Free DOS,"Laptop HP 250 G7 Core i3 7020U / 2.3 GHz ,FreeDOS 2.0 , 8 GB RAM ,256 GB SSD ,DVD-Writer ,15.6"" 1920 x 1080 (Full HD) HD Graphics 620 , Wi-Fi, Bluetooth",2197.99,4165.00,Adauga,,,Da,,,,,2,,,,,,,,,,DDR4,,,,Nu,220 niti,,
682,Intel,i5,8265U,Whiskey Lake,4,1.6 GHz,6144 KB,14 nm,Intel UHD Graphics 620,15.6 inch,Full HD,LCD LED,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2400 MHz,HDD,,,Dedicata,nVidia GeForce MX,HD,Difuzoare stereoMicrofon,2 x USB 2.01 x USB 3.11 x HDMI1 x USB type C1 x Audio Out/Microfon,SD,,802.11 ac,Da,357.2 x 19.9 x 230 mm,1.7 Kg,,Tastatura internationala,Adaptor 65WAdaptor USB 3.0 la RJ45,Gri,Camera webTouchpad care accepta gesturi de atingeri multipleTastatura Chiclet,Free DOS,"Laptop ASUS X512FJ cu procesor Intel Core i5-8265U pana la 3.90 GHz Whiskey Lake, 15.6"", Full HD, 8GB, 1TB HDD, NVIDIA GeForce MX230 2GB, Free DOS, Slate Gray",2799.99,3299.99,Adauga,,3.9 GHz,,4.2,,,,1,4096 MB,12 GB,1 TB,5400 rpm,DirectX 12,Sonic Master,,MX230,2048 MB,GDDR5,,,,,,,
683,Intel,i5,9300H,Coffee Lake,4,2.4 GHz,8192 KB,14 nm,Intel UHD Graphics 630,15.6 inch,Full HD,IPS,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2666 MHz,SSD,512 GB,,Dedicata,nVidia GeForce RTX,HD,Difuzoare stereoMicrofoane duale,1 x Mini DisplayPort1 x RJ-451 x USB 3.1 type C3 x USB 3.11 x Audio Out/Microfon1 x HDMI 2.0,,10/100/1000,802.11 ac 2x2,Da,360 x 24.2 - 25.9 x 267 mm,2.3 Kg,Parola BIOSParola administratorParola HDDSecurity lockTPM 2.0,Tastatura internationala,Adaptor 230W,Negru,Camera webTastatura iluminataTouchpad care accepta gesturi de atingeri multipleDual Cooling Fans,Free DOS,"Laptop Gaming Lenovo Legion Y540-15IRH cu procesor Intel Core i5-9300H pana la 4.10 GHz Coffee Lake, 15.6"", Full HD, IPS, 8GB, 512GB SSD, NVIDIA GeForce RTX 2060 6GB, Free DOS, Black",5799.99,4999.99,Adauga,,4.1 GHz,Nu,4.2,,,5 h,2,,32 GB,,,GeForce ExperienceDirectX 12,Dolby AtmosHD Audio,4 W,RTX 2060,6144 MB,GDDR6,Harman Kardon,,,Nu,300 niti,,
684,Intel,i5,8350U,Kaby Lake R,4,1.7 GHz,6144 KB,14 nm,Intel UHD Graphics 620,12.5 inch,HD,LCD,Anti-Glare,1366 x 768,8 GB,DDR4,1,2400 MHz,SSD,256 GB,M.2,Integrata,Intel UHD,HD,Difuzoare stereoMicrofon,1 x VGA2 x USB 3.11 x HDMI1 x RJ-451 x USB type C1 x Audio Out/Microfon,Micro SD,,802.11 ac,Nu,305.1 x 21.4 x 211.3 mm,1.36 Kg,,Tastatura internationala,,Negru,Tastatura iluminataSmart Card Reader,Windows 10 Pro,"Laptop Dell Latitude 5290 cu procesor Intel Core i5 8350U pana la 3.6 GHz, 12.5"", HD, 8GB, 256GB SSD M.2, Intel UHD Graphics 620, Windows 10 Pro, Black",4799.99,5099.98,Adauga,,3.6 GHz,Nu,,,,,2,,32 GB,,,,,,,,,,,,Nu,,,
685,Intel,i7,9750H,Coffee Lake,6,2.6 GHz,12288 KB,14 nm,Intel UHD Graphics 630,17.3 inch,Full HD,IPS,Anti-Glare,1920 x 1080,16 GB,DDR4,2,2666 MHz,SSD,1 TB,M.2,Dedicata,nVidia GeForce GTX,HD,Difuzoare stereoMicrofoane duale,1 x Mini DisplayPort1 x RJ-451 x USB 3.1 type C3 x USB 3.11 x Audio Out/Microfon1 x HDMI 2.0,,10/100/1000,802.11 ac 2x2,Da,412 x 305 x 21.9 mm,2.9 Kg,Parola BIOSSecurity lock,Tastatura internationala,Adaptor 230W,Negru,Tastatura iluminataTouchpad care accepta gesturi de atingeri multiple,Free DOS,"Laptop Gaming Lenovo Legion Y740-17IRH cu pocesor Intel Core i7-9750H pana la 4.5 GHz, 17.3"", Full HD, IPS, 16GB, 1TB SSD M.2, NVIDIA GeForce GTX 1660Ti 6GB, Free DOS, Black",8488,11109.00,2,5.00,4.5 GHz,Nu,5.0,Legion Y740 Series,Aluminiu,6 h,2,,32 GB,,,nVidia G-SyncnVidia PhysXnVidia SurroundnVidia FXAAGeForce ExperienceDirectX 12,Dolby AtmosHD Audio,4 W,GTX 1660 Ti,6144 MB,GDDR6,,144 Hz,,,500 niti,,
686,Intel,i5,9300H,Coffee Lake,4,2.4 GHz,8192 KB,14 nm,Intel UHD Graphics 630,15.6 inch,Full HD,IPS,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2666 MHz,SSD,1 TB,,Dedicata,nVidia GeForce GTX,HD,Difuzoare stereoMicrofoane duale,1 x Mini DisplayPort1 x RJ-451 x USB 3.1 type C3 x USB 3.11 x Audio Out/Microfon1 x HDMI 2.0,,10/100/1000,802.11 ac 2x2,Da,360 x 24.2 - 25.2 x 267 mm,2.3 Kg,Parola BIOSTPM 2.0 (Trusted Platform Module),Tastatura internationala,Adaptor 170W,Negru,Camera webTastatura iluminataTouchpad care accepta gesturi de atingeri multipleTastatura ChicletTaste WASD evidentiate,Free DOS,"Laptop gaming Lenovo Legion Y7000 2019 PG0 cu procesor Intel Core i5-9300H pana la 4.10 GHz Coffee Lake, 15.6"", Full HD, IPS, 8GB, 1TB SSD, NVIDIA GeForce GTX 1650 4GB, Free DOS, Black",4599.99,4499.99,Adauga,,4.1 GHz,,4.2,Legion Y7000 Series,,5 h,2,,32 GB,,,GeForce ExperienceDirectX 12nVidia G-SyncnVidia GameWorksnVidia CUDAnVidia PhysXnVidia SurroundnVidia AnselnVidia GameStream,Harman KardonDolby Atmos,4 W,GTX 1650,4096 MB,GDDR5,,,,Nu,250 niti,,
687,Intel,i3,6006U,Skylake,2,2 GHz,3072 KB,14 nm,Intel HD Graphics 520,15.6 inch,HD,LCD LED,,1366 x 768,4 GB,DDR4,1,2133 MHz,HDD,,,Dedicata,nVidia GeForce GTX,,Difuzoare stereoMicrofon,1 x VGA2 x USB 3.01 x Audio Out1 x USB 2.01 x HDMI1 x RJ-451 x USB 3.1 type C,SD,10/100/1000,802.11 ac,Da,381 x 30.2 x 259 mm,2.23 Kg,,Tastatura internationala,,Negru,Camera web,Linux,"Laptop Acer TravelMate P2 TMP259-MG-33MW cu procesor Intel Core i3-6006U 2.00 GHz, Skylake, 15.6"", 4GB, 500GB, NVIDIA GeForce 940MX 2GB, Linux, Black",1748.99,2200.00,3,4.33,,Nu,4.0,,,8 h,2,,,500 GB,5400 rpm,,,,940MX,2048 MB,,,,,,,,
688,Intel,i7,8550U,Kaby Lake R,4,1.8 GHz,8192 KB,14 nm,Intel UHD Graphics 620,15.6 inch,Full HD,LCD,Anti-Glare,1920 x 1080,8 GB,DDR4,2,2400 MHz,SSD,256 GB,M.2,Dedicata,AMD Radeon,HD,Difuzoare stereoMicrofon,1 x VGA2 x USB 3.01 x Jack 3.5 mm1 x HDMI1 x RJ-451 x USB 3.1 type C,SDSDHCSDXCMMC,10/100/1000,802.11 ac,Da,387 x 22.3 x 253 mm,1.8 Kg,Cititor de amprenta,Tastatura UK,,Gri,Camera web,Free DOS,"Laptop Lenovo V330-15IKB cu procesor Intel Core i7-8550U pana la 4.00 GHz, Kaby Lake R, 15.6"", Full HD, 8GB, 256GB SSD, AMD Radeon 530 2GB, Free DOS, Iron Gray",2973.81,3568.81,8,3.75,4 GHz,Da,4.1,V330 Series,,,2,,,,,,,,530,2048 MB,GDDR5,,60 Hz,,,,,
